"TOA5","ATLAS-RN LAJES","CR300","26014","CR300-CELL215.Std.10.03","CPU:LAJES_RN_rev1.CR300","20950","GHI1_seg_Lajes"
"TIMESTAMP","RECORD","GHI1"
"TS","RN","W/m^2"
"","","Smp"
"2023-02-20 00:00:00",32356315,65535
"2023-02-20 00:00:01",32356316,0
"2023-02-20 00:00:02",32356317,0
"2023-02-20 00:00:03",32356318,65535
"2023-02-20 00:00:04",32356319,0
"2023-02-20 00:00:05",32356320,65535
"2023-02-20 00:00:06",32356321,0
"2023-02-20 00:00:07",32356322,65535
"2023-02-20 00:00:08",32356323,65535
"2023-02-20 00:00:09",32356324,65535
"2023-02-20 00:00:10",32356325,65535
"2023-02-20 00:00:11",32356326,65535
"2023-02-20 00:00:12",32356327,0
"2023-02-20 00:00:13",32356328,65535
"2023-02-20 00:00:14",32356329,0
"2023-02-20 00:00:15",32356330,0
"2023-02-20 00:00:16",32356331,65535
"2023-02-20 00:00:17",32356332,0
"2023-02-20 00:00:18",32356333,65535
"2023-02-20 00:00:19",32356334,65535
"2023-02-20 00:00:20",32356335,65535
"2023-02-20 00:00:21",32356336,65535
"2023-02-20 00:00:22",32356337,65535
"2023-02-20 00:00:23",32356338,65535
"2023-02-20 00:00:24",32356339,65535
"2023-02-20 00:00:25",32356340,65535
"2023-02-20 00:00:26",32356341,65535
"2023-02-20 00:00:27",32356342,65535
"2023-02-20 00:00:28",32356343,65535
"2023-02-20 00:00:29",32356344,65535
"2023-02-20 00:00:30",32356345,65535
"2023-02-20 00:00:31",32356346,65535
"2023-02-20 00:00:32",32356347,65535
"2023-02-20 00:00:33",32356348,65535
"2023-02-20 00:00:34",32356349,65535
"2023-02-20 00:00:35",32356350,65535
"2023-02-20 00:00:36",32356351,65535
"2023-02-20 00:00:37",32356352,65535
"2023-02-20 00:00:38",32356353,65535
"2023-02-20 00:00:39",32356354,65535
"2023-02-20 00:00:40",32356355,65535
"2023-02-20 00:00:41",32356356,65535
"2023-02-20 00:00:42",32356357,65535
"2023-02-20 00:00:43",32356358,65535
"2023-02-20 00:00:44",32356359,65535
"2023-02-20 00:00:45",32356360,65535
"2023-02-20 00:00:46",32356361,65535
"2023-02-20 00:00:47",32356362,65535
"2023-02-20 00:00:48",32356363,65535
"2023-02-20 00:00:49",32356364,65535
"2023-02-20 00:00:50",32356365,65535
"2023-02-20 00:00:51",32356366,65535
"2023-02-20 00:00:52",32356367,65535
"2023-02-20 00:00:53",32356368,65535
"2023-02-20 00:00:54",32356369,65535
"2023-02-20 00:00:55",32356370,65535
"2023-02-20 00:00:56",32356371,65535
"2023-02-20 00:00:57",32356372,65535
"2023-02-20 00:00:58",32356373,65535
"2023-02-20 00:00:59",32356374,65535
"2023-02-20 00:01:00",32356375,65535
"2023-02-20 00:01:01",32356376,65535
"2023-02-20 00:01:02",32356377,65535
"2023-02-20 00:01:03",32356378,65535
"2023-02-20 00:01:04",32356379,65535
"2023-02-20 00:01:05",32356380,65535
