"TOA5","ATLAS-RN LAJES","CR300","26014","CR300-CELL215.Std.10.03","CPU:LAJES_RN_rev1.CR300","20950","GHI1_seg_Lajes"
"TIMESTAMP","RECORD","GHI1"
"TS","RN","W/m^2"
"","","Smp"
"2023-02-13 00:00:00",31751518,65535
"2023-02-13 00:00:01",31751519,65535
"2023-02-13 00:00:02",31751520,65535
"2023-02-13 00:00:03",31751521,65535
"2023-02-13 00:00:04",31751522,65535
"2023-02-13 00:00:05",31751523,65535
"2023-02-13 00:00:06",31751524,65535
"2023-02-13 00:00:07",31751525,65535
"2023-02-13 00:00:08",31751526,65535
"2023-02-13 00:00:09",31751527,65535
"2023-02-13 00:00:10",31751528,65535
"2023-02-13 00:00:11",31751529,65535
"2023-02-13 00:00:12",31751530,65535
"2023-02-13 00:00:13",31751531,65535
"2023-02-13 00:00:14",31751532,65535
"2023-02-13 00:00:15",31751533,65535
"2023-02-13 00:00:16",31751534,65535
"2023-02-13 00:00:17",31751535,65535
"2023-02-13 00:00:18",31751536,65535
"2023-02-13 00:00:19",31751537,65535
"2023-02-13 00:00:20",31751538,65535
"2023-02-13 00:00:21",31751539,65535
"2023-02-13 00:00:22",31751540,65535
"2023-02-13 00:00:23",31751541,65535
"2023-02-13 00:00:24",31751542,65535
"2023-02-13 00:00:25",31751543,65535
"2023-02-13 00:00:26",31751544,65535
"2023-02-13 00:00:27",31751545,65535
"2023-02-13 00:00:28",31751546,65535
"2023-02-13 00:00:29",31751547,65535
"2023-02-13 00:00:30",31751548,65535
"2023-02-13 00:00:31",31751549,65535
"2023-02-13 00:00:32",31751550,65535
"2023-02-13 00:00:33",31751551,65535
"2023-02-13 00:00:34",31751552,65535
"2023-02-13 00:00:35",31751553,65535
"2023-02-13 00:00:36",31751554,65535
"2023-02-13 00:00:37",31751555,65535
"2023-02-13 00:00:38",31751556,65535
"2023-02-13 00:00:39",31751557,65535
"2023-02-13 00:00:40",31751558,65535
"2023-02-13 00:00:41",31751559,65535
"2023-02-13 00:00:42",31751560,65535
"2023-02-13 00:00:43",31751561,65535
"2023-02-13 00:00:44",31751562,65535
"2023-02-13 00:00:45",31751563,65535
"2023-02-13 00:00:46",31751564,65535
"2023-02-13 00:00:47",31751565,65535
"2023-02-13 00:00:48",31751566,65535
"2023-02-13 00:00:49",31751567,65535
"2023-02-13 00:00:50",31751568,65535
"2023-02-13 00:00:51",31751569,65535
"2023-02-13 00:00:52",31751570,65535
"2023-02-13 00:00:53",31751571,65535
"2023-02-13 00:00:54",31751572,65535
"2023-02-13 00:00:55",31751573,65535
"2023-02-13 00:00:56",31751574,65535
"2023-02-13 00:00:57",31751575,65535
"2023-02-13 00:00:58",31751576,65535
"2023-02-13 00:00:59",31751577,65535
"2023-02-13 00:01:00",31751578,65535
"2023-02-13 00:01:01",31751579,65535
"2023-02-13 00:01:02",31751580,65535
"2023-02-13 00:01:03",31751581,65535
"2023-02-13 00:01:04",31751582,65535
"2023-02-13 00:01:05",31751583,65535
