"TOA5","ATLAS-RN LAJES","CR300","26014","CR300-CELL215.Std.10.03","CPU:LAJES_RN_rev1.CR300","20950","GHI1_seg_Lajes"
"TIMESTAMP","RECORD","GHI1"
"TS","RN","W/m^2"
"","","Smp"
"2023-02-24 00:00:00",32701912,65535
"2023-02-24 00:00:01",32701913,65535
"2023-02-24 00:00:02",32701914,65535
"2023-02-24 00:00:03",32701915,65535
"2023-02-24 00:00:04",32701916,65535
"2023-02-24 00:00:05",32701917,65535
"2023-02-24 00:00:06",32701918,65535
"2023-02-24 00:00:07",32701919,65535
"2023-02-24 00:00:08",32701920,65535
"2023-02-24 00:00:09",32701921,65535
"2023-02-24 00:00:10",32701922,65535
"2023-02-24 00:00:11",32701923,65535
"2023-02-24 00:00:12",32701924,65535
"2023-02-24 00:00:13",32701925,65535
"2023-02-24 00:00:14",32701926,65535
"2023-02-24 00:00:15",32701927,65535
"2023-02-24 00:00:16",32701928,65535
"2023-02-24 00:00:17",32701929,65535
"2023-02-24 00:00:18",32701930,65535
"2023-02-24 00:00:19",32701931,65535
"2023-02-24 00:00:20",32701932,65535
"2023-02-24 00:00:21",32701933,65535
"2023-02-24 00:00:22",32701934,65535
"2023-02-24 00:00:23",32701935,65535
"2023-02-24 00:00:24",32701936,65535
"2023-02-24 00:00:25",32701937,65535
"2023-02-24 00:00:26",32701938,65535
"2023-02-24 00:00:27",32701939,65535
"2023-02-24 00:00:28",32701940,65535
"2023-02-24 00:00:29",32701941,65535
"2023-02-24 00:00:30",32701942,65535
"2023-02-24 00:00:31",32701943,65535
"2023-02-24 00:00:32",32701944,65535
"2023-02-24 00:00:33",32701945,65535
"2023-02-24 00:00:34",32701946,65535
"2023-02-24 00:00:35",32701947,65535
"2023-02-24 00:00:36",32701948,65535
"2023-02-24 00:00:37",32701949,65535
"2023-02-24 00:00:38",32701950,65535
"2023-02-24 00:00:39",32701951,65535
"2023-02-24 00:00:40",32701952,65535
"2023-02-24 00:00:41",32701953,65535
"2023-02-24 00:00:42",32701954,65535
"2023-02-24 00:00:43",32701955,65535
"2023-02-24 00:00:44",32701956,65535
"2023-02-24 00:00:45",32701957,65535
"2023-02-24 00:00:46",32701958,65535
"2023-02-24 00:00:47",32701959,65535
"2023-02-24 00:00:48",32701960,65535
"2023-02-24 00:00:49",32701961,65535
"2023-02-24 00:00:50",32701962,65535
"2023-02-24 00:00:51",32701963,65535
"2023-02-24 00:00:52",32701964,65535
"2023-02-24 00:00:53",32701965,65535
"2023-02-24 00:00:54",32701966,65535
"2023-02-24 00:00:55",32701967,65535
"2023-02-24 00:00:56",32701968,65535
"2023-02-24 00:00:57",32701969,65535
"2023-02-24 00:00:58",32701970,65535
"2023-02-24 00:00:59",32701971,65535
"2023-02-24 00:01:00",32701972,65535
"2023-02-24 00:01:01",32701973,65535
"2023-02-24 00:01:02",32701974,65535
"2023-02-24 00:01:03",32701975,65535
"2023-02-24 00:01:04",32701976,65535
"2023-02-24 00:01:05",32701977,65535
