"TOA5","ATLAS-RN LAJES","CR300","26014","CR300-CELL215.Std.10.03","CPU:LAJES_RN_rev1.CR300","20950","GHI1_seg_Lajes"
"TIMESTAMP","RECORD","GHI1"
"TS","RN","W/m^2"
"","","Smp"
"2023-02-23 00:00:00",32615512,65535
"2023-02-23 00:00:01",32615513,65535
"2023-02-23 00:00:02",32615514,65535
"2023-02-23 00:00:03",32615515,65535
"2023-02-23 00:00:04",32615516,65535
"2023-02-23 00:00:05",32615517,65535
"2023-02-23 00:00:06",32615518,65535
"2023-02-23 00:00:07",32615519,65535
"2023-02-23 00:00:08",32615520,65535
"2023-02-23 00:00:09",32615521,65535
"2023-02-23 00:00:10",32615522,65535
"2023-02-23 00:00:11",32615523,65535
"2023-02-23 00:00:12",32615524,65535
"2023-02-23 00:00:13",32615525,65535
"2023-02-23 00:00:14",32615526,65535
"2023-02-23 00:00:15",32615527,65535
"2023-02-23 00:00:16",32615528,65535
"2023-02-23 00:00:17",32615529,65535
"2023-02-23 00:00:18",32615530,65535
"2023-02-23 00:00:19",32615531,65535
"2023-02-23 00:00:20",32615532,65535
"2023-02-23 00:00:21",32615533,65535
"2023-02-23 00:00:22",32615534,65535
"2023-02-23 00:00:23",32615535,65535
"2023-02-23 00:00:24",32615536,65535
"2023-02-23 00:00:25",32615537,65535
"2023-02-23 00:00:26",32615538,65535
"2023-02-23 00:00:27",32615539,65535
"2023-02-23 00:00:28",32615540,65535
"2023-02-23 00:00:29",32615541,65535
"2023-02-23 00:00:30",32615542,65535
"2023-02-23 00:00:31",32615543,65535
"2023-02-23 00:00:32",32615544,65535
"2023-02-23 00:00:33",32615545,65535
"2023-02-23 00:00:34",32615546,65535
"2023-02-23 00:00:35",32615547,65535
"2023-02-23 00:00:36",32615548,65535
"2023-02-23 00:00:37",32615549,65535
"2023-02-23 00:00:38",32615550,65535
"2023-02-23 00:00:39",32615551,65535
"2023-02-23 00:00:40",32615552,65535
"2023-02-23 00:00:41",32615553,65535
"2023-02-23 00:00:42",32615554,65535
"2023-02-23 00:00:43",32615555,65535
"2023-02-23 00:00:44",32615556,65535
"2023-02-23 00:00:45",32615557,65535
"2023-02-23 00:00:46",32615558,65535
"2023-02-23 00:00:47",32615559,65535
"2023-02-23 00:00:48",32615560,65535
"2023-02-23 00:00:49",32615561,65535
"2023-02-23 00:00:50",32615562,65535
"2023-02-23 00:00:51",32615563,65535
"2023-02-23 00:00:52",32615564,65535
"2023-02-23 00:00:53",32615565,65535
"2023-02-23 00:00:54",32615566,65535
"2023-02-23 00:00:55",32615567,65535
"2023-02-23 00:00:56",32615568,65535
"2023-02-23 00:00:57",32615569,65535
"2023-02-23 00:00:58",32615570,65535
"2023-02-23 00:00:59",32615571,65535
"2023-02-23 00:01:00",32615572,65535
"2023-02-23 00:01:01",32615573,65535
"2023-02-23 00:01:02",32615574,65535
"2023-02-23 00:01:03",32615575,65535
"2023-02-23 00:01:04",32615576,65535
"2023-02-23 00:01:05",32615577,65535
